chrom	start	end
chr1	23020000	23030000
chr1	23350000	23360000
chr1	23430000	23440000
chr1	23460000	23470000
chr1	23470000	23480000
chr1	23600000	23610000
chr1	23910000	23920000
chr1	24420000	24430000
chr1	24430000	24440000
chr1	24440000	24450000
chr1	24600000	24610000
chr1	24650000	24660000
chr1	24710000	24720000
chr1	24780000	24790000
chr1	25540000	25550000
chr1	25550000	25560000
chr1	25560000	25570000
chr1	25570000	25580000
chr1	25580000	25590000
chr1	25700000	25710000
chr1	25710000	25720000
chr1	25940000	25950000
chr1	25950000	25960000
chr1	26180000	26190000
chr1	26510000	26520000
chr1	26720000	26730000
chr1	26810000	26820000
chr1	26920000	26930000
chr1	27050000	27060000
chr1	27250000	27260000
chr1	27280000	27290000
chr1	27290000	27300000
chr1	27300000	27310000
chr1	27470000	27480000
chr1	27490000	27500000
chr1	27530000	27540000
chr1	27540000	27550000
chr1	27630000	27640000
chr1	27640000	27650000
chr1	27660000	27670000
chr1	27670000	27680000
chr1	27690000	27700000
chr1	27710000	27720000
chr1	27720000	27730000
chr1	27730000	27740000
chr1	27740000	27750000
chr1	27770000	27780000
chr1	27780000	27790000
chr1	27900000	27910000
chr1	27930000	27940000
chr1	27950000	27960000
chr1	28050000	28060000
chr1	28100000	28110000
chr1	28240000	28250000
chr1	28250000	28260000
chr1	28260000	28270000
chr1	28270000	28280000
chr1	28310000	28320000
chr1	28340000	28350000
chr1	28370000	28380000
chr1	28450000	28460000
chr1	28480000	28490000
chr1	28490000	28500000
chr1	28500000	28510000
chr1	28510000	28520000
chr1	28520000	28530000
chr1	28530000	28540000
chr1	28540000	28550000
chr1	28550000	28560000
chr1	28560000	28570000
chr1	28580000	28590000
chr1	28590000	28600000
chr1	28600000	28610000
chr1	28630000	28640000
chr1	28650000	28660000
chr1	28660000	28670000
chr1	28670000	28680000
chr1	28690000	28700000
chr1	28710000	28720000
chr1	28970000	28980000
chr1	29170000	29180000
chr1	29320000	29330000
chr1	29360000	29370000
chr1	29410000	29420000
chr1	29430000	29440000
chr1	29450000	29460000
chr1	29490000	29500000
chr1	29520000	29530000
chr1	29530000	29540000
chr1	29550000	29560000
chr1	29560000	29570000
chr1	30120000	30130000
chr1	30760000	30770000
chr1	30770000	30780000
chr1	30780000	30790000
chr1	30790000	30800000
chr1	30800000	30810000
chr1	30810000	30820000
chr1	30820000	30830000
chr1	30830000	30840000
chr1	30840000	30850000
chr1	30850000	30860000
chr1	30860000	30870000
chr1	30870000	30880000
chr1	30880000	30890000
chr1	30890000	30900000
chr1	30900000	30910000
chr1	30910000	30920000
chr1	30920000	30930000
chr1	30930000	30940000
chr1	31240000	31250000
chr1	31290000	31300000
chr1	31300000	31310000
chr1	31360000	31370000
chr1	31750000	31760000
chr1	31820000	31830000
chr1	32010000	32020000
chr1	32020000	32030000
chr1	32130000	32140000
chr1	32190000	32200000
chr1	32210000	32220000
chr1	32220000	32230000
chr1	32230000	32240000
chr1	32410000	32420000
chr1	32430000	32440000
chr1	32440000	32450000
chr1	32470000	32480000
chr1	32530000	32540000
chr1	32840000	32850000
chr1	32880000	32890000
chr1	32910000	32920000
chr1	33800000	33810000
chr1	34060000	34070000
chr1	34210000	34220000
chr1	34320000	34330000
chr1	34530000	34540000
chr1	34720000	34730000
chr1	34730000	34740000
chr1	34740000	34750000
chr1	34760000	34770000
chr1	34770000	34780000
chr1	34780000	34790000
chr1	34790000	34800000
chr1	34810000	34820000
chr1	34820000	34830000
chr1	34830000	34840000
chr1	34840000	34850000
chr1	34850000	34860000
chr1	34860000	34870000
chr1	34870000	34880000
chr1	34880000	34890000
chr1	34890000	34900000
chr1	34900000	34910000
chr1	34910000	34920000
chr1	34920000	34930000
chr1	34930000	34940000
chr1	34940000	34950000
chr1	34950000	34960000
chr1	34960000	34970000
chr1	34970000	34980000
chr1	34980000	34990000
chr1	34990000	35000000
chr1	35000000	35010000
chr1	35010000	35020000
chr1	35020000	35030000
chr1	35030000	35040000
chr1	35050000	35060000
chr1	35060000	35070000
chr1	35070000	35080000
chr1	35080000	35090000
chr1	35100000	35110000
chr1	35110000	35120000
chr1	35120000	35130000
chr1	35130000	35140000
chr1	35140000	35150000
chr1	35150000	35160000
chr1	35160000	35170000
chr1	35170000	35180000
chr1	35180000	35190000
chr1	35190000	35200000
chr1	35200000	35210000
chr1	35210000	35220000
chr1	35220000	35230000
chr1	35230000	35240000
chr1	35240000	35250000
chr1	35250000	35260000
chr1	35260000	35270000
chr1	35270000	35280000
chr1	35280000	35290000
chr1	35290000	35300000
chr1	35300000	35310000
chr1	35310000	35320000
chr1	35320000	35330000
chr1	35330000	35340000
chr1	35340000	35350000
chr1	35350000	35360000
chr1	35360000	35370000
chr1	35370000	35380000
chr1	35430000	35440000
chr1	36320000	36330000
chr1	36590000	36600000
chr1	36620000	36630000
chr1	36790000	36800000
chr1	36980000	36990000
chr1	37190000	37200000
chr1	37430000	37440000
chr1	37510000	37520000
chr1	37570000	37580000
chr1	37690000	37700000
chr1	38010000	38020000
chr1	38450000	38460000
chr1	38480000	38490000
chr1	38580000	38590000
chr1	38760000	38770000
chr1	38920000	38930000
chr1	40580000	40590000
chr1	40650000	40660000
chr1	42270000	42280000
chr1	42280000	42290000
chr1	43140000	43150000
chr1	43340000	43350000
chr1	43350000	43360000
chr1	43740000	43750000
chr1	44000000	44010000
chr1	44230000	44240000
chr1	44240000	44250000
chr1	44250000	44260000
chr1	44260000	44270000
chr1	44270000	44280000
chr1	44280000	44290000
chr1	44290000	44300000
chr1	44300000	44310000
chr1	44310000	44320000
chr1	44320000	44330000
chr1	44330000	44340000
chr1	44340000	44350000
chr1	44350000	44360000
chr1	45160000	45170000
chr1	46020000	46030000
chr1	46240000	46250000
chr1	46770000	46780000
chr1	48220000	48230000
chr1	48540000	48550000
chr1	48710000	48720000
chr1	49060000	49070000
chr1	49070000	49080000
chr1	52040000	52050000
chr1	52340000	52350000
chr1	52350000	52360000
chr1	52360000	52370000
chr1	52580000	52590000
chr1	52720000	52730000
chr1	52730000	52740000
chr1	52800000	52810000
chr1	53420000	53430000
chr1	53430000	53440000
chr1	53440000	53450000
chr1	53790000	53800000
chr1	54070000	54080000
chr1	54210000	54220000
chr1	54770000	54780000
chr1	54780000	54790000
chr1	54790000	54800000
chr1	54800000	54810000
chr1	54810000	54820000
chr1	54820000	54830000
chr1	54830000	54840000
chr1	54840000	54850000
chr1	54850000	54860000
chr1	54870000	54880000
chr1	54880000	54890000
chr1	54910000	54920000
chr1	55070000	55080000
chr1	55280000	55290000
chr1	55290000	55300000
chr1	55330000	55340000
chr1	55350000	55360000
chr1	55360000	55370000
chr1	55370000	55380000
chr1	55380000	55390000
chr1	55390000	55400000
chr1	55400000	55410000
chr1	55410000	55420000
chr1	55420000	55430000
chr1	55430000	55440000
chr1	55440000	55450000
chr1	55450000	55460000
chr1	55460000	55470000
chr1	55520000	55530000
chr1	55530000	55540000
chr1	55540000	55550000
chr1	55550000	55560000
chr1	55560000	55570000
chr1	55570000	55580000
chr1	55580000	55590000
chr1	55590000	55600000
chr1	55600000	55610000
chr1	55610000	55620000
chr1	55700000	55710000
chr1	55900000	55910000
chr1	55910000	55920000
chr1	55920000	55930000
chr1	55940000	55950000
chr1	55950000	55960000
chr1	55960000	55970000
chr1	55970000	55980000
chr1	55980000	55990000
chr1	55990000	56000000
chr1	56100000	56110000
chr1	56450000	56460000
chr1	56460000	56470000
chr1	56470000	56480000
chr1	56480000	56490000
chr1	56490000	56500000
chr1	56500000	56510000
chr1	56510000	56520000
chr1	56520000	56530000
chr1	56530000	56540000
chr1	56540000	56550000
chr1	56550000	56560000
chr1	56590000	56600000
chr1	56600000	56610000
chr1	56610000	56620000
chr1	56620000	56630000
chr1	56630000	56640000
chr1	56650000	56660000
chr1	56670000	56680000
chr1	56710000	56720000
chr1	56720000	56730000
chr1	56730000	56740000
chr1	56740000	56750000
chr1	56750000	56760000
chr1	56760000	56770000
chr1	56770000	56780000
chr1	56780000	56790000
chr1	56790000	56800000
chr1	56810000	56820000
chr1	56820000	56830000
chr1	56830000	56840000
chr1	56840000	56850000
chr1	56850000	56860000
chr1	56860000	56870000
chr1	56870000	56880000
chr1	56880000	56890000
chr1	56890000	56900000
chr1	56900000	56910000
chr1	56910000	56920000
chr1	56920000	56930000
chr1	56930000	56940000
chr1	56940000	56950000
chr1	56950000	56960000
chr1	56960000	56970000
chr1	56970000	56980000
chr1	56980000	56990000
chr1	56990000	57000000
chr1	57000000	57010000
chr1	57010000	57020000
chr1	57020000	57030000
chr1	57030000	57040000
chr1	57040000	57050000
chr1	57050000	57060000
chr1	57060000	57070000
chr1	57070000	57080000
chr1	57080000	57090000
chr1	57090000	57100000
chr1	57100000	57110000
chr1	57110000	57120000
chr1	57120000	57130000
chr1	57130000	57140000
chr1	57140000	57150000
chr1	57150000	57160000
chr1	57160000	57170000
chr1	57170000	57180000
chr1	57180000	57190000
chr1	57190000	57200000
chr1	57200000	57210000
chr1	57210000	57220000
chr1	57220000	57230000
chr1	57230000	57240000
chr1	57240000	57250000
chr1	57250000	57260000
chr1	57410000	57420000
chr1	57420000	57430000
chr1	57490000	57500000
chr1	57500000	57510000
chr1	57550000	57560000
chr1	57570000	57580000
chr1	57590000	57600000
chr1	57600000	57610000
chr1	57610000	57620000
chr1	57640000	57650000
chr1	57650000	57660000
chr1	57660000	57670000
chr1	57730000	57740000
chr1	57740000	57750000
chr1	57750000	57760000
chr1	57760000	57770000
chr1	57770000	57780000
chr1	57780000	57790000
chr1	57810000	57820000
chr1	57850000	57860000
chr1	57860000	57870000
chr1	57890000	57900000
chr1	57910000	57920000
chr1	57920000	57930000
chr1	57930000	57940000
chr1	57940000	57950000
chr1	58040000	58050000
chr1	58070000	58080000
chr1	58080000	58090000
chr1	58090000	58100000
chr1	58100000	58110000
chr1	58110000	58120000
chr1	58120000	58130000
chr1	58130000	58140000
chr1	58140000	58150000
chr1	58150000	58160000
chr1	58160000	58170000
chr1	58170000	58180000
chr1	58180000	58190000
chr1	58190000	58200000
chr1	58200000	58210000
chr1	58210000	58220000
chr1	58220000	58230000
chr1	58230000	58240000
chr1	58240000	58250000
chr1	58250000	58260000
chr1	58260000	58270000
chr1	58270000	58280000
chr1	58280000	58290000
chr1	58290000	58300000
chr1	58300000	58310000
chr1	58310000	58320000
chr1	58320000	58330000
chr1	58330000	58340000
chr1	58340000	58350000
chr1	58350000	58360000
chr1	58360000	58370000
chr1	58370000	58380000
chr1	58380000	58390000
chr1	58390000	58400000
chr1	58400000	58410000
chr1	58410000	58420000
chr1	58420000	58430000
chr1	58430000	58440000
chr1	58460000	58470000
chr1	58470000	58480000
chr1	58480000	58490000
chr1	58490000	58500000
chr1	58500000	58510000
chr1	58510000	58520000
chr1	58520000	58530000
chr1	58530000	58540000
chr1	58540000	58550000
chr1	58700000	58710000
chr1	58710000	58720000
chr1	58910000	58920000
chr1	58940000	58950000
chr1	59030000	59040000
chr1	59110000	59120000
chr1	59380000	59390000
chr1	59430000	59440000
chr1	59440000	59450000
chr1	59450000	59460000
chr1	59460000	59470000
chr1	59470000	59480000
chr1	59480000	59490000
chr1	59520000	59530000
chr1	59540000	59550000
chr2	0	10000
chr2	650000	660000
chr2	1800000	1810000
chr2	1810000	1820000
chr2	1820000	1830000
chr2	1890000	1900000
chr2	1900000	1910000
chr2	1910000	1920000
chr2	1920000	1930000
chr2	2120000	2130000
chr2	2420000	2430000
chr2	2430000	2440000
chr2	2440000	2450000
chr2	2510000	2520000
chr2	2580000	2590000
chr2	3740000	3750000
chr2	4580000	4590000
chr2	5090000	5100000
chr2	5160000	5170000
chr2	6230000	6240000
chr2	6380000	6390000
chr2	6390000	6400000
chr2	6400000	6410000
chr2	6410000	6420000
chr2	6420000	6430000
chr2	6430000	6440000
chr2	6440000	6450000
chr2	6450000	6460000
chr2	7360000	7370000
chr2	7540000	7550000
chr2	7590000	7600000
chr2	7730000	7740000
chr2	7740000	7750000
chr2	8160000	8170000
chr2	8210000	8220000
chr2	8240000	8250000
chr2	8250000	8260000
chr2	8480000	8490000
chr2	8560000	8570000
chr2	8690000	8700000
chr2	8890000	8900000
chr2	9070000	9080000
chr2	9190000	9200000
chr2	9350000	9360000
chr2	9450000	9460000
chr2	9460000	9470000
chr2	10230000	10240000
chr2	10520000	10530000
chr2	10580000	10590000
chr2	10590000	10600000
chr2	10760000	10770000
chr2	11180000	11190000
chr2	11330000	11340000
chr2	11350000	11360000
chr2	11360000	11370000
chr2	11560000	11570000
chr2	11570000	11580000
chr2	12090000	12100000
chr2	12230000	12240000
chr2	12450000	12460000
chr2	12590000	12600000
chr2	12670000	12680000
chr2	12680000	12690000
chr2	12730000	12740000
chr2	13100000	13110000
chr2	13170000	13180000
chr2	13310000	13320000
chr2	13390000	13400000
chr2	13420000	13430000
chr2	13500000	13510000
chr2	13520000	13530000
chr2	13630000	13640000
chr2	13640000	13650000
chr2	13680000	13690000
chr2	13700000	13710000
chr2	13810000	13820000
chr2	13830000	13840000
chr2	13870000	13880000
chr2	13890000	13900000
chr2	13900000	13910000
chr2	13950000	13960000
chr2	13960000	13970000
chr2	13990000	14000000
chr2	14040000	14050000
chr2	14050000	14060000
chr2	14060000	14070000
chr2	14070000	14080000
chr2	14080000	14090000
chr2	14090000	14100000
chr2	14100000	14110000
chr2	14110000	14120000
chr2	14120000	14130000
chr2	14130000	14140000
chr2	14140000	14150000
chr2	14150000	14160000
chr2	14160000	14170000
chr2	14170000	14180000
chr2	14180000	14190000
chr2	14190000	14200000
chr2	14200000	14210000
chr2	14210000	14220000
chr2	14230000	14240000
chr2	14240000	14250000
chr2	14250000	14260000
chr2	14260000	14270000
chr2	14370000	14380000
chr2	14410000	14420000
chr2	14490000	14500000
chr2	14500000	14510000
chr2	14510000	14520000
chr2	14620000	14630000
chr2	14640000	14650000
chr2	14660000	14670000
chr2	14670000	14680000
chr2	14680000	14690000
chr2	14690000	14700000
chr2	14700000	14710000
chr2	14710000	14720000
chr2	14720000	14730000
chr2	14730000	14740000
chr2	14740000	14750000
chr2	14750000	14760000
chr2	14760000	14770000
chr2	14770000	14780000
chr2	14780000	14790000
chr2	14790000	14800000
chr2	14800000	14810000
chr2	14810000	14820000
chr2	14820000	14830000
chr2	14830000	14840000
chr2	14850000	14860000
chr2	14860000	14870000
chr2	14930000	14940000
chr2	14940000	14950000
chr2	14950000	14960000
chr2	14970000	14980000
chr2	15010000	15020000
chr2	15610000	15620000
chr2	15740000	15750000
chr2	15830000	15840000
chr2	15840000	15850000
chr2	16040000	16050000
chr2	16120000	16130000
chr2	16140000	16150000
chr2	16500000	16510000
chr2	16750000	16760000
chr2	17490000	17500000
chr2	17500000	17510000
chr2	17510000	17520000
chr2	17520000	17530000
chr2	17530000	17540000
chr2	17540000	17550000
chr2	17550000	17560000
chr2	17560000	17570000
chr2	17570000	17580000
chr2	17610000	17620000
chr2	18060000	18070000
chr2	18100000	18110000
chr2	18150000	18160000
chr2	18180000	18190000
chr2	18200000	18210000
chr2	18350000	18360000
chr2	19360000	19370000
chr2	19430000	19440000
chr2	19440000	19450000
chr2	19450000	19460000
chr2	19480000	19490000
chr2	19490000	19500000
chr2	19500000	19510000
chr2	19520000	19530000
chr2	19530000	19540000
chr2	19550000	19560000
chr2	19570000	19580000
chr2	19580000	19590000
chr2	19590000	19600000
chr2	19600000	19610000
chr2	19610000	19620000
chr2	19620000	19630000
chr2	19630000	19640000
chr2	19720000	19730000
chr2	19730000	19740000
chr2	20210000	20220000
chr2	20450000	20460000
chr2	20540000	20550000
chr2	20670000	20680000
chr2	20680000	20690000
chr2	20690000	20700000
chr2	20700000	20710000
chr2	20740000	20750000
chr2	20850000	20860000
chr2	21430000	21440000
chr2	21690000	21700000
chr2	22080000	22090000
chr2	22160000	22170000
chr2	22310000	22320000
chr2	22320000	22330000
chr2	22330000	22340000
chr2	22340000	22350000
chr2	23130000	23140000
chr2	23140000	23150000
chr2	23400000	23410000
chr2	23410000	23420000
chr2	23420000	23430000
chr2	23430000	23440000
chr2	23440000	23450000
chr2	23450000	23460000
chr2	23460000	23470000
chr2	23470000	23480000
chr2	23480000	23490000
chr2	23490000	23500000
chr2	23500000	23510000
chr2	23510000	23520000
chr2	23520000	23530000
chr2	23530000	23540000
chr2	23540000	23550000
chr2	23550000	23560000
chr2	23560000	23570000
chr2	23570000	23580000
chr2	23580000	23590000
chr2	23590000	23600000
chr2	23600000	23610000
chr2	23820000	23830000
chr2	24110000	24120000
chr2	24240000	24250000
chr2	25970000	25980000
chr2	26220000	26230000
chr2	26790000	26800000
chr2	26870000	26880000
chr2	26970000	26980000
chr2	27130000	27140000
chr2	27180000	27190000
chr2	27740000	27750000
chr2	27810000	27820000
chr2	27820000	27830000
chr2	27830000	27840000
chr2	28240000	28250000
chr2	28250000	28260000
chr2	28260000	28270000
chr2	28270000	28280000
chr2	28280000	28290000
chr2	28290000	28300000
chr2	28300000	28310000
chr2	28310000	28320000
chr2	28320000	28330000
chr2	28330000	28340000
chr2	28340000	28350000
chr2	28350000	28360000
chr2	28360000	28370000
chr2	28370000	28380000
chr2	28380000	28390000
chr2	28390000	28400000
chr2	28400000	28410000
chr2	28410000	28420000
chr2	28420000	28430000
chr2	28440000	28450000
chr2	28470000	28480000
chr2	28480000	28490000
chr2	28580000	28590000
chr2	28590000	28600000
chr2	28630000	28640000
chr2	28650000	28660000
chr2	28660000	28670000
chr2	28670000	28680000
chr2	28680000	28690000
chr2	29050000	29060000
chr2	29060000	29070000
chr2	29070000	29080000
chr2	29080000	29090000
chr2	30220000	30230000
chr2	30260000	30270000
chr2	30270000	30280000
chr2	30330000	30340000
chr2	30700000	30710000
chr2	30990000	31000000
chr2	31100000	31110000
chr2	31560000	31570000
chr2	31580000	31590000
chr2	32100000	32110000
chr2	32110000	32120000
chr2	32120000	32130000
chr2	32600000	32610000
chr2	32610000	32620000
chr2	32620000	32630000
chr2	32630000	32640000
chr2	32640000	32650000
chr2	32700000	32710000
chr2	32710000	32720000
chr2	33700000	33710000
chr2	33710000	33720000
chr2	33720000	33730000
chr2	33730000	33740000
chr2	33740000	33750000
chr2	34240000	34250000
chr2	34340000	34350000
chr2	34610000	34620000
chr2	34640000	34650000
chr2	35070000	35080000
chr2	35080000	35090000
chr2	35630000	35640000
chr2	35980000	35990000
chr2	36280000	36290000
chr2	36380000	36390000
chr2	36440000	36450000
chr2	36450000	36460000
chr2	36510000	36520000
chr2	36520000	36530000
chr2	36530000	36540000
chr2	36550000	36560000
chr2	36560000	36570000
chr2	36570000	36580000
chr2	38640000	38650000
chr2	39540000	39550000
chr2	40220000	40230000
chr2	40230000	40240000
chr2	40240000	40250000
chr2	40300000	40310000
chr2	40600000	40610000
chr2	40610000	40620000
chr2	40760000	40770000
chr2	41140000	41150000
chr2	42260000	42270000
chr2	42270000	42280000
chr2	42280000	42290000
chr2	43920000	43930000
chr2	45120000	45130000
chr2	45270000	45280000
chr2	45340000	45350000
chr2	45430000	45440000
chr2	45460000	45470000
chr2	45600000	45610000
chr2	45610000	45620000
chr2	45810000	45820000
chr2	45910000	45920000
chr2	45950000	45960000
chr2	46650000	46660000
chr2	47040000	47050000
chr2	47080000	47090000
chr2	47300000	47310000
chr2	47310000	47320000
chr2	47350000	47360000
chr2	47530000	47540000
chr2	47540000	47550000
chr2	47550000	47560000
chr2	47560000	47570000
chr2	47840000	47850000
chr2	47850000	47860000
chr2	47860000	47870000
chr2	47990000	48000000
chr2	48000000	48010000
chr2	48010000	48020000
chr2	48020000	48030000
chr2	48030000	48040000
chr2	48040000	48050000
chr2	48050000	48060000
chr2	48470000	48480000
chr2	48480000	48490000
chr2	48490000	48500000
chr2	48500000	48510000
chr2	48510000	48520000
chr2	48520000	48530000
chr2	48620000	48630000
chr2	48630000	48640000
chr2	48640000	48650000
chr2	48650000	48660000
chr2	48680000	48690000
chr2	48810000	48820000
chr2	49050000	49060000
chr2	49180000	49190000
chr2	49650000	49660000
chr2	49660000	49670000
chr2	49670000	49680000
chr2	49680000	49690000
chr2	49690000	49700000
chr2	49700000	49710000
chr2	49710000	49720000
chr2	49720000	49730000
chr2	49730000	49740000
chr2	49740000	49750000
chr2	49750000	49760000
chr2	49760000	49770000
chr2	49770000	49780000
chr2	49780000	49790000
chr2	49790000	49800000
chr2	50010000	50020000
chr2	50170000	50180000
chr2	50300000	50310000
chr2	50750000	50760000
chr2	51120000	51130000
chr2	51130000	51140000
chr2	51270000	51280000
chr2	51280000	51290000
chr2	51290000	51300000
chr2	51300000	51310000
chr2	51310000	51320000
chr2	51330000	51340000
chr2	51340000	51350000
chr2	51350000	51360000
chr2	51360000	51370000
chr2	51370000	51380000
chr2	51390000	51400000
chr2	51400000	51410000
chr2	51420000	51430000
chr2	51430000	51440000
chr2	51440000	51450000
chr2	51540000	51550000
chr2	51560000	51570000
chr2	51570000	51580000
chr2	51580000	51590000
chr2	51590000	51600000
chr2	51600000	51610000
chr2	52000000	52010000
chr2	52020000	52030000
chr2	52170000	52180000
chr2	52180000	52190000
chr2	52570000	52580000
chr2	52580000	52590000
chr2	52950000	52960000
chr2	52980000	52990000
chr2	53050000	53060000
chr2	53100000	53110000
chr2	53110000	53120000
chr2	53120000	53130000
chr2	53130000	53140000
chr2	53270000	53280000
chr2	53400000	53410000
chr2	53680000	53690000
chr2	53690000	53700000
chr2	53700000	53710000
chr2	53710000	53720000
chr2	53720000	53730000
chr2	53730000	53740000
chr2	53740000	53750000
chr2	53750000	53760000
chr2	53760000	53770000
chr2	53770000	53780000
chr2	53780000	53790000
chr2	53790000	53800000
chr2	53800000	53810000
chr2	53810000	53820000
chr2	53830000	53840000
chr2	53840000	53850000
chr2	53850000	53860000
chr2	53860000	53870000
chr2	53870000	53880000
chr2	53880000	53890000
chr2	54150000	54160000
chr2	54160000	54170000
chr2	54170000	54180000
chr2	54340000	54350000
chr2	54360000	54370000
chr2	54460000	54470000
chr2	54490000	54500000
chr2	54560000	54570000
chr2	54590000	54600000
chr2	54650000	54660000
chr2	54660000	54670000
chr2	54670000	54680000
chr2	54680000	54690000
chr2	54700000	54710000
chr2	54880000	54890000
chr2	55000000	55010000
chr2	55090000	55100000
chr2	55150000	55160000
chr2	55330000	55340000
chr2	55410000	55420000
chr2	55460000	55470000
chr2	55510000	55520000
chr2	55800000	55810000
chr2	55840000	55850000
chr2	55950000	55960000
chr2	56010000	56020000
chr2	56150000	56160000
chr2	56240000	56250000
chr2	56280000	56290000
chr2	56290000	56300000
chr2	56390000	56400000
chr2	56400000	56410000
chr2	56410000	56420000
chr2	56450000	56460000
chr2	56540000	56550000
chr2	56580000	56590000
chr2	56700000	56710000
chr2	56760000	56770000
chr2	56770000	56780000
chr2	56780000	56790000
chr2	56860000	56870000
chr2	56950000	56960000
chr2	56970000	56980000
chr2	57010000	57020000
chr2	57180000	57190000
chr2	57190000	57200000
chr2	57270000	57280000
chr2	57280000	57290000
chr2	57300000	57310000
chr2	57470000	57480000
chr2	57590000	57600000
chr2	57710000	57720000
chr2	57770000	57780000
chr2	57790000	57800000
chr2	57840000	57850000
chr2	57930000	57940000
chr2	57940000	57950000
chr2	57960000	57970000
chr2	58160000	58170000
chr2	58230000	58240000
chr2	58260000	58270000
chr2	58430000	58440000
chr2	58450000	58460000
chr2	58620000	58630000
chr2	58930000	58940000
chr2	58950000	58960000
chr2	59140000	59150000
chr2	59150000	59160000
chr2	59160000	59170000
chr2	59170000	59180000
chr2	59180000	59190000
chr2	59190000	59200000
chr2	59200000	59210000
chr2	59210000	59220000
chr2	59220000	59230000
chr2	59230000	59240000
chr2	59240000	59250000
chr2	59250000	59260000
chr2	59260000	59270000
chr2	59270000	59280000
chr2	59280000	59290000
chr2	59290000	59300000
chr2	59300000	59310000
chr2	59310000	59320000
chr2	59320000	59330000
chr2	59330000	59340000
chr2	59340000	59350000
chr2	59350000	59360000
chr2	59380000	59390000
chr2	59410000	59420000
chr2	59420000	59430000
chr2	59430000	59440000
chr2	59450000	59460000
chr2	59480000	59490000
chr2	59510000	59520000
chr2	59580000	59590000
chr2	59600000	59610000
chr2	59640000	59640629
chr3	10000	20000
chr3	20000	30000
chr3	80000	90000
chr3	90000	100000
chr3	100000	110000
chr3	110000	120000
chr3	120000	130000
chr3	130000	140000
chr3	160000	170000
chr3	170000	180000
chr3	220000	230000
chr3	300000	310000
chr3	310000	320000
chr3	350000	360000
chr3	400000	410000
chr3	410000	420000
chr3	420000	430000
chr3	480000	490000
chr3	500000	510000
chr3	510000	520000
chr3	520000	530000
chr3	550000	560000
chr3	560000	570000
chr3	570000	580000
chr3	580000	590000
chr3	590000	600000
chr3	600000	610000
chr3	610000	620000
chr3	620000	630000
chr3	630000	640000
chr3	640000	650000
chr3	650000	660000
chr3	660000	670000
