ch,bgn,end,unknown,sim,bs_threshold,window,ins_score_Wild-Type_2.75.danrer11-reduced.mapq_30.1000,ins_score_WT.danrer11-reduced.mapq_30.1000,ins_score_TR.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_11.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_25.danrer11-reduced.mapq_30.1000
chr10,36050000,36060000,61386,0.2221609554127692,0.97,280000,-0.1193747894892655,-0.1699975748313576,-0.02056897763783909,-0.07777568974515973,-0.06989858749510541
chr18,50660000,50670000,103023,0.2213303121290859,0.97,270000,0.29183526786224157,0.43295598448279843,0.2046215308859867,0.12165299356653797,-0.05749938468285106
chr18,4200000,4210000,98377,0.2195241363983409,0.97,270000,-0.19244920198098817,-0.12154508768257727,0.02132844372278261,-0.21097394119193583,-0.1961126264148298
chr4,77370000,77380000,25923,0.2151317449530682,0.97,270000,-0.2904939369744388,-0.29921620670990146,-0.07661735579709253,-0.19755727749472585,-0.3666635164650818
chr3,9980000,9990000,12921,0.2116653456402772,0.97,280000,-0.2793334635026148,-0.08496366334456518,0.08286892214864812,-0.08492488114693816,-0.3016828149958845
chr3,58950000,58960000,17818,0.2097414693012881,0.97,280000,0.31108388093781475,0.5149256269866711,0.387933044864222,0.22914028415136653,0.35460529802520835
chr24,440000,450000,126601,0.2061326111072939,0.97,270000,0.320926258762398,0.4803586102772544,0.3956384193769085,0.32083619768483085,0.5008469758036987
chr17,890000,900000,92699,0.2048755247922097,0.97,190000,0.5159634947946427,0.7277001594611385,0.39997524203997303,0.24957688431104103,0.007640248389167
chr12,48180000,48190000,71691,0.1991168801080845,0.97,150000,0.18880385974441888,0.5584222172958115,0.35791205945310933,0.34997478697470136,0.011152061662865568
chr3,8690000,8700000,12792,0.1914756628846796,0.97,280000,0.3473810191877259,1.0582242725088455,0.9249433799534703,0.9799059122727182,0.4671652599284297
chr4,74180000,74190000,25604,0.1889419339445067,0.97,270000,-0.09304562178501734,0.14803586271806096,0.46926369684931957,0.3477643202838345,0.16286826173534485
chr2,58090000,58100000,11767,0.1863877931175177,0.97,250000,0.15206725006433816,0.0072172647679885,0.12855492197605523,-0.07812027050114612,-0.11527035498037971
chr25,940000,950000,130869,0.1850682589199884,0.97,230000,0.1922512890496612,0.426561125194001,0.4355570105466494,0.6326353507518983,0.3811007768607027
chr22,1020000,1030000,118122,0.1844405456877132,0.97,150000,0.13911198388650006,0.3408716765131359,0.3863226239449557,0.27870359881772294,0.10361151170114
chr13,45670000,45680000,76359,0.1843825550406196,0.97,270000,-0.09187728690725262,-0.23956756275652497,-0.20866057853872966,-0.35776394629612374,-0.27950895285746163
chr18,5490000,5500000,98506,0.1842266433658784,0.97,270000,0.09412116942502283,0.21486870169109024,-0.0833169304185609,-0.23142398988264967,-0.38224013077497315
chr2,1200000,1210000,6078,0.1838538098390961,0.97,250000,0.13328994689021478,0.38194054905621655,0.39321049870677854,0.40756463748184824,0.34851609859185
chr22,36520000,36530000,121672,0.1833163243132518,0.97,150000,0.307732957779657,-0.0048970070597489255,-0.03983661401153844,-0.23200886887500727,-0.0067229444591228454
chr1,900000,910000,90,0.1818761011002485,0.97,230000,0.1123915983495185,0.5157033159332662,0.26926105299213526,0.32563588395968507,-0.02645279592817306
chr7,52910000,52920000,44566,0.1795913827579344,0.97,250000,-0.4175367239925655,-0.07836415952440266,-0.5874366889458639,-0.802280359045519,-0.5295996987625722
chr11,43870000,43880000,66711,0.1790449183769602,0.97,260000,0.4791514499393847,0.8553635820584422,0.8140305006612125,0.6583769396434774,0.59517807341277
chr13,51920000,51930000,76984,0.1787344051155367,0.97,270000,0.7858959784885592,1.1225837714877667,0.8262877038008434,0.7093325535498073,0.43862879005254063
chr25,33450000,33460000,134120,0.1776683218663583,0.97,230000,-0.11167778412246143,-0.019943077053224186,0.08573219262996959,0.1164503766676222,-0.014519013858271528
chr3,42650000,42660000,16188,0.1765801897608815,0.97,280000,-0.0020763450916297674,0.24554766944203602,0.1669347180498971,0.20920910604671789,0.3706393115854697
chr2,23320000,23330000,8290,0.175576548300044,0.97,250000,0.6008452442113827,0.7472159325616873,0.5269534515307952,0.6287895129542032,0.5792117738114544
chr21,3150000,3160000,113741,0.1725613953898886,0.97,140000,0.20281411503971059,0.19656629705553608,0.11860573565437088,-0.10587500202232486,-0.23300155628522357
chr4,23430000,23440000,20529,0.1720651829091782,0.97,270000,0.3228089995942665,0.4357669058059289,0.47632352339148154,0.845470469855322,1.2848708423702089
chr19,43450000,43460000,107405,0.1703924475636088,0.97,210000,-0.2054297061970597,0.3115367140715677,-0.06000529280060866,-0.03987549449587262,-0.2505535234904408
chr16,920000,930000,87175,0.1695545721720359,0.97,180000,0.2616968179067604,0.7046901680443012,0.6074786755415347,0.4657895561264195,0.3690763127982019
chr5,59950000,59960000,31991,0.1685941800057679,0.97,130000,0.029707601293222575,0.1944878475236163,-0.17310443280395038,-0.14607604623734058,0.16981095239624183
chr5,68370000,68380000,32833,0.1676326002520056,0.97,130000,0.10278024683687682,0.2911276932598859,0.23248307170089635,0.5155025398717594,0.41949108425367354
chr13,51740000,51750000,76966,0.166189560507118,0.97,270000,0.2681407679312729,0.3897501503561046,-0.006220331086568209,0.1111863926711077,-0.03336404934170668
chr10,16990000,17000000,59480,0.1646346652609653,0.97,280000,-0.05449872622726097,0.285724312410437,-0.0943272150206165,-0.15846439234026907,-0.04659388529162621
chr7,70440000,70450000,46319,0.1640066984588593,0.97,250000,0.12930270934291058,0.3020272397920651,0.3538788166810629,0.2006487598059439,0.13348580700811746
chr1,3760000,3770000,376,0.1638533621338573,0.97,230000,-0.18171114289042442,-0.08301145245930637,-0.0014101628377618915,-0.13545528826691927,-0.02526691536362885
chr2,16940000,16950000,7652,0.16369901470614,0.97,250000,0.1720619337845831,0.06963852528572262,0.07898335066518711,0.1718275820409673,0.1162215585192154
chr9,630000,640000,52198,0.1635051010532185,0.97,110000,0.03427706898055713,0.30830952277970003,0.2654380289622247,0.3036798060125075,0.14124619727314702
chr3,47060000,47070000,16629,0.1627638804813871,0.97,280000,-0.05768471123317956,-0.05076197189912,0.0018965416530080039,0.04274335308322346,0.25723368007687053
chr25,5540000,5550000,131329,0.1596073142809828,0.97,230000,-0.02582414250157062,0.07399008415926385,0.1540418343348354,0.22644004854701605,0.2580816971872083
chr11,27190000,27200000,65043,0.1593984676847673,0.97,260000,0.12254149131036134,0.07001144530711527,-0.023777035524373283,0.0181623789031294,0.1737663382972086
chr18,13220000,13230000,99279,0.1593594392381734,0.97,270000,0.22184821159135,0.3388934906625551,0.35248824296386433,0.05898947411298644,-0.20972504605794653
chr7,34370000,34380000,42712,0.1592674850153744,0.97,250000,-0.0907304911197949,-0.1679867330826711,-0.1056369587954485,-0.21829828976376783,-0.30143009382741903
chr16,36090000,36100000,90692,0.1578449724643146,0.97,180000,0.5183851054689894,0.6312334166641664,0.3807846016008901,0.5132130627270459,0.08689309739004236
chr22,500000,510000,118070,0.1561483044115326,0.97,150000,0.09715734264413377,0.1828010874491971,0.04442439273463781,0.13883021293201375,-0.05912518997331382
chr6,59580000,59590000,39205,0.1556398152460666,0.97,250000,-0.04439334120862125,0.06440820023260319,-0.17941231982022104,-0.4088020459150784,-0.4922081750085862
chr8,54090000,54100000,52113,0.1553727357470995,0.97,290000,0.3479545783054351,0.9063805464428164,0.3632261452494756,0.40745522333916084,0.1832703195570027
chr21,4630000,4640000,113889,0.1551459734695167,0.97,140000,0.2062706699932267,0.3037983106333364,0.17711275701763457,0.37920345139447276,0.23487258465118782
chr25,36500000,36510000,134425,0.1542454706292943,0.97,230000,-0.1141877530002507,-0.033152907959453574,-0.28663265770631474,-0.49436884675195336,-0.46651852284736817
chr2,53540000,53550000,11312,0.1541254142036059,0.97,250000,-0.45266790323351175,0.176825367363242,-0.5526518692505352,-0.6291461754436986,-0.9329490961344504
chr25,1340000,1350000,130909,0.1540144003534068,0.97,230000,0.38116290085090326,0.5897418490597701,0.5763455108797476,0.42909878509444793,0.38383238768081224
chr3,55250000,55260000,17448,0.1532879799114444,0.97,280000,-0.3945491486529807,-0.15550116285235238,-0.2657673976110329,-0.2097321989239186,-0.15163009469169528
chr11,23360000,23370000,64660,0.1528454350715522,0.97,260000,-0.2927218414279989,-0.2459580789907117,-0.18365675793495778,-0.15861756892338744,-0.12652196191089815
chr10,44120000,44130000,62193,0.1527051575455739,0.97,280000,-0.10562403809066463,0.07080882665816944,-0.08366321330401842,0.0008128005093252466,-0.23031894838101657
chr7,9170000,9180000,40192,0.1523186383131122,0.97,250000,0.1426600223129146,-0.0921417824529977,0.10659085756322953,0.27177992783697663,0.1637383453578256
chr10,4470000,4480000,58228,0.1520037790622059,0.97,280000,0.44505686899731434,0.6184964147006758,0.7001569860169593,0.4717465400070126,0.4932472043437956
chr22,24350000,24360000,120455,0.1509158032588888,0.97,150000,0.24475705939385953,0.06646295373404339,-0.035561778653415,0.03175615311569664,0.055508051860526174
chr5,51540000,51550000,31150,0.1506994491950272,0.97,130000,0.28832050930324404,0.22039301180454923,0.04617728666162114,-0.02805165650772522,0.06561811943651628
chr5,71760000,71770000,33172,0.1504239081337865,0.97,130000,0.22540560481074093,0.4322789714045094,0.1712631753164201,0.08261333827030548,0.022219913697584408
chr23,44320000,44330000,126366,0.1500586360799743,0.97,260000,-0.08096089338203458,0.120330596433128,0.1188686022816476,0.10164086712364069,-0.004733438671968677
chr21,44230000,44240000,117849,0.1491232170739944,0.97,140000,-0.17594801846664515,0.16496497859394246,0.24481807309945125,0.239019329354297,0.12036024885334952
chr1,1230000,1240000,123,0.1488781018941865,0.97,230000,0.11760931781549946,0.3531756025235307,0.19830513453954243,0.2709495999301445,0.3333106212080348
chr25,33010000,33020000,134076,0.1487213595574081,0.97,230000,0.0638404935921917,0.378960229791928,0.3966130480613182,0.3964715973081033,0.42518567127211904
chr16,43210000,43220000,91404,0.1477309052851339,0.97,180000,-0.13714989600095223,0.08772873051779884,0.12870971247577026,-0.014144142868260112,0.023374932008376384
chr9,49750000,49760000,57110,0.1470965076649525,0.97,110000,0.09358384828730618,-0.28339680556274266,-0.17872584956871404,-0.13890824344008232,-0.2706610694437563
chr12,260000,270000,66899,0.1467386353014162,0.97,150000,0.21226937819604147,0.5924015309686606,0.4198697623588702,0.368426289018402,0.283109720039251
chr6,35150000,35160000,36762,0.1459498515634939,0.97,250000,-0.07551419927480178,-0.1278092521688717,-0.2642315027311712,0.23822725734178954,0.22682694504712492
chr18,48040000,48050000,102761,0.1455070626774603,0.97,270000,-0.19853935599417816,0.04370220098184598,0.12984386702133818,0.02393095824609346,-0.10719811134473813
chr15,7100000,7110000,82988,0.1450780638802112,0.97,280000,-0.014025241265753101,0.5792143359281251,0.24779977383581106,0.39908201759282436,0.16538484586802837
chr18,18280000,18290000,99785,0.1445125580945093,0.97,270000,0.06557869607038336,0.05973154912182842,0.026570040790309564,0.3654067993335144,0.21899713731868786
chr24,7920000,7930000,127349,0.1433735576584965,0.97,270000,-0.36289098366613864,-0.42480754073438853,-0.46962374607036744,-0.37193588068307815,-0.4122492121424946
chr10,32640000,32650000,61045,0.1432383832914115,0.97,280000,-0.08406423789264864,-0.25811292322421714,-0.07535477780595591,-0.26861183670293015,-0.14234436221009486
chr3,58330000,58340000,17756,0.1431852115566364,0.97,280000,0.20030232820840352,0.20220411042989342,0.0857009024553139,0.20442312007288932,0.32158873908286784
chr25,28800000,28810000,133655,0.1429485144745091,0.97,230000,0.11144071074242262,0.15746277051598045,-0.06184097997007379,-0.10259591024135362,-0.132041306186257
chr5,62540000,62550000,32250,0.1429010646398757,0.97,130000,0.07620335166180324,0.02990870501520943,0.016697782719806785,0.0918705705748519,0.08173802603262781
chr4,74880000,74890000,25674,0.1424129257388163,0.97,270000,0.32065505396732885,0.3974239202752516,0.678613851675951,0.8563565322719514,0.6019483251895448
chr3,55460000,55470000,17469,0.1420290715845426,0.97,280000,-0.2163389107255106,-0.12477994618298165,-0.2596209452296979,-0.3075553875646229,-0.13315361394065714
chr4,16420000,16430000,19828,0.1418809895854008,0.97,270000,0.048459288500651704,0.30804252268982774,0.32934945821650513,0.5944789252768345,0.6453501642429079
chr14,52430000,52440000,82254,0.1411864527160067,0.97,270000,0.4901839570987665,0.4799606419568651,-0.1389745018369935,-0.06536865795868534,-0.3225690917782882
chr23,2800000,2810000,122214,0.1410383960611329,0.97,260000,-0.5524307130291428,0.3463536112233989,-0.21111655116578606,-0.3181884363230243,-0.6750031012559824
chr7,550000,560000,39330,0.140967507956551,0.97,250000,0.7414999346741515,0.9146163724124969,0.8101354108780646,0.5821925619162844,0.500256784839087
chr11,24220000,24230000,64746,0.1405807818050495,0.97,260000,0.05284965900107692,-0.0334149996401927,-0.023228642062814425,0.2983459507894971,0.2247864404680996
chr4,72770000,72780000,25463,0.1396797753458697,0.97,270000,-0.24070636498682482,-0.1259485063385526,0.23457192135447041,0.2746442215467726,0.35789018990397153
chr2,27950000,27960000,8753,0.1393978676589828,0.97,250000,0.14324050436236802,0.057520708443079514,0.2156927433435367,-0.04320961270243969,-0.0404922137952624
chr19,25880000,25890000,105648,0.1390067166979864,0.97,210000,-0.0658956442634264,0.04665992975574564,0.16496875826152663,0.5931167845728522,0.44068645246058025
chr16,30700000,30710000,90153,0.1387744649285417,0.97,180000,0.05637561109536379,-0.012172570878535988,-0.03118478945369261,0.04871789586192629,0.08647290806893615
chr17,47220000,47230000,97332,0.138684855220627,0.97,190000,0.23673327783624978,0.15643427978394042,0.06210480989854291,0.06125426711902037,0.09306599644117526
chr21,40880000,40890000,117514,0.1386193222997854,0.97,140000,0.0783744216689056,0.17057867362629311,-0.01668451130612376,0.011078165970162743,0.23310509474592525
chr7,73370000,73380000,46612,0.1381320689162748,0.97,250000,-0.0165928287092486,0.27816883169615364,0.16986007953325327,0.0698585731770729,-0.1058977618450201
chr16,24700000,24710000,89553,0.1381057736028119,0.97,180000,0.019131430496599447,-0.07419739266025267,-0.09853465860135266,-0.16188566055178638,-0.15984610586417455
chr10,24530000,24540000,60234,0.137477147307577,0.97,280000,-0.11312138965072317,-0.02725239170132922,-0.0940434971307317,0.05346906204418154,-0.06204224675690124
chr12,42600000,42610000,71133,0.1374203351063453,0.97,150000,0.0716464752380579,-0.1317863131281716,0.16477553527688307,0.26235036391096844,0.07677215092199492
chr13,42300000,42310000,76022,0.1362465743941777,0.97,270000,0.045168639473168314,-0.21280417672266566,-0.21157748715885225,-0.5169458117516964,-0.4915615478707098
chr2,54000000,54010000,11358,0.1360598114790253,0.97,250000,-0.5697553565700021,0.34429808018104285,-0.3112957468076434,-0.3960025455984198,-0.6431316809679465
chr18,4020000,4030000,98359,0.1357764433819142,0.97,270000,-0.3851344947635773,0.06214025067566303,0.10154608029969493,-0.08499994374787598,-0.20554937969789217
chr3,12200000,12210000,13143,0.1356209021633694,0.97,280000,0.02766614556896839,-0.1852237788591671,0.03564159797377911,0.16147093390036052,0.06448821334666151
chr10,8780000,8790000,58659,0.135155333418739,0.97,280000,0.07446007362875777,0.10473124337694002,0.0359339195908589,0.12293815922040517,0.054269766727223584
chr22,12470000,12480000,119267,0.1349992663233864,0.97,150000,0.037620423100781425,0.0512507227535346,0.0794423596169317,0.4711112308455978,0.38977315940926954
chr1,49710000,49720000,4971,0.1348098589417716,0.97,230000,-0.0076762607413948785,-0.17828146784720006,-0.0007594567536514238,0.3696811510222194,0.2393613064756964
chr8,48890000,48900000,51593,0.1346008394112195,0.97,290000,0.037564812627523494,-0.0795620608109236,-0.08852889143975165,-0.15569781151886936,0.03685493526000574
chr18,14780000,14790000,99435,0.1344890693519327,0.97,270000,0.04112069090607679,-0.18934547039748034,-0.14393864432482523,-0.1807604875180439,-0.18188591994691353
chr5,38250000,38260000,29821,0.134450907143903,0.97,130000,0.10305200587754557,-0.05635680127696603,-0.12029520083853049,-0.29932579695406664,-0.24336098395915454
chr16,52980000,52990000,92381,0.1335181623408805,0.97,180000,0.198840297683235,0.02530884744700334,0.14471027306918546,0.19633347463679904,-0.11425683523395604
chr22,31610000,31620000,121181,0.133379273807227,0.97,150000,0.06364768602605014,0.019850162774537293,-0.09577061606291361,-0.06129496439218188,0.06900959480650844
chr2,28090000,28100000,8767,0.133260937086051,0.97,250000,-0.49371869287610737,0.3941910205679798,-0.22028366295463325,-0.08020453552569574,-0.2918798653355715
chr10,22010000,22020000,59982,0.1324537211478868,0.97,280000,0.01629945480973575,-0.0767558834708089,-0.03341705456428197,-0.18355886567808274,-0.10443702548253408
chr23,4610000,4620000,122395,0.1323150283577076,0.97,260000,0.08755348215853696,-0.015971634438551388,0.0015610951425631386,-0.0741453359062819,-0.07278295850104957
chr7,22870000,22880000,41562,0.1320548410885718,0.97,250000,0.1378427307910174,0.027305792878928897,0.023586715595937016,-0.07769482880038656,-0.15443303764309324
chr2,840000,850000,6042,0.1317933937547552,0.97,250000,-0.03786296996220391,0.0653977649708526,-0.028676363186480217,-0.08450993594789931,0.016971692657606247
chr23,26400000,26410000,124574,0.1316549702568053,0.97,260000,-0.04365993468665717,0.12693145728800642,-0.028308355884754045,0.31115501690623887,0.19604498495550013
chr25,36250000,36260000,134400,0.1312741751352861,0.97,230000,-0.009800169941517289,0.2116450037196278,-0.10824904353009501,-0.11636175026974876,-0.1811675813557766
chr10,23630000,23640000,60144,0.1310603560012595,0.97,280000,0.0007254360272382227,0.1709596332541272,0.19831002131220488,0.1922928339523266,0.4363128560181813
chr22,7110000,7120000,118731,0.1306673358759897,0.97,150000,0.30623867498841434,0.03577222356215514,-0.05806011507030041,0.007619134444492825,0.03751476125143904
chr25,32690000,32700000,134044,0.1305525982476139,0.97,230000,-0.060648669732355595,0.042604346062196555,0.11760659318805394,0.5298302251864017,0.4059194951137722
chr16,44980000,44990000,91581,0.1302548923613348,0.97,180000,0.056256876326992444,-0.08722842901388553,-0.010957417064487177,0.05092199841397489,0.0644975772814004
chr21,14270000,14280000,114853,0.130086895280298,0.97,140000,-0.05020227240820535,-0.1999875212587047,-0.08156931648255658,-0.27233858408566153,-0.11145682674611589
chr18,15020000,15030000,99459,0.1299846279388112,0.97,270000,0.03129299892348575,0.03997545577279023,0.06439743176118574,0.11810701248846348,0.04820035347098468
chr16,28140000,28150000,89897,0.1299480239395446,0.97,180000,0.11686303021736477,0.09961663090299981,0.1799283850944587,0.1861406042563465,0.2504150221958725
chr9,820000,830000,52217,0.1297540408200976,0.97,110000,0.11509975359932265,0.3202616910931652,0.108652360351001,0.1925976594957458,0.01935826704596232
chr3,59860000,59870000,17909,0.1296996524897808,0.97,280000,0.2287431442547549,-0.24875285660094754,-0.17332812047457685,-0.5687985359156719,-0.5095813823465354
chr22,36810000,36820000,121701,0.1296151665560968,0.97,150000,0.11551630484280427,0.1354533038221362,-0.10465401390816247,0.11226078198035785,-0.015595621606636011
chr20,39280000,39290000,111833,0.1295512539588585,0.97,290000,-0.007339526362520678,0.0012144131361778712,-0.1032083947077929,-0.22582080749297279,-0.2899639714559716
chr8,44260000,44270000,51130,0.1295193419934079,0.97,290000,-0.27056048871647015,-0.05899185212300942,-0.010453608240564231,0.024454043734690917,0.04358736681726961
chr1,35530000,35540000,3553,0.1293171103069328,0.97,230000,0.22559353842698712,0.23860570923091454,0.47961110846864824,0.49502335478387255,0.309805905000203
chr12,6170000,6180000,67490,0.1287039686095193,0.97,150000,0.06535361160845912,-0.25072235383459746,-0.1995740053548215,-0.22462077362973834,-0.05014452580897592
chr9,12170000,12180000,53352,0.1281687508337209,0.97,110000,0.12469728397178052,0.07485262310402656,0.07331250824893167,0.12090688586150106,0.12043992120480176
chr20,18010000,18020000,109706,0.1280463062838893,0.97,290000,0.1406791797427686,0.1350934823114368,0.02440013596457976,0.026040755514668848,0.1837856975920459
chr13,6160000,6170000,72408,0.1280170967446438,0.97,270000,-0.17930356821208746,0.011302281217324047,-0.23821254664134522,-0.12736502314831594,-0.425058327147525
chr1,31030000,31040000,3103,0.1278047958958351,0.97,230000,0.6274881135469761,0.866219507420141,0.5684139760558101,0.5714866581592646,0.4821259190394641
chr17,14400000,14410000,94050,0.1277626870696727,0.97,190000,0.011180027990641009,-0.2888858799085749,-0.23637663018511496,-0.5172380623070361,-0.5420156089418732
chr6,7680000,7690000,34015,0.1273240471448651,0.97,250000,-0.15596531237290473,-0.17559593182901528,-0.14440977772995722,-0.2976057580075651,-0.2654715136127709
chr6,55140000,55150000,38761,0.127057768084332,0.97,250000,0.00829560234950704,-0.196838745139196,0.026210821558029014,-0.10439604503311868,-0.21659114849543795
chr20,31720000,31730000,111077,0.1268726909182402,0.97,290000,-0.02767752825264103,0.1536308445049457,0.0864377416657083,0.10328195582107083,0.19286473487081623
chr3,40020000,40030000,15925,0.1266925243931076,0.97,280000,0.04493058504316914,0.1628752619312411,-0.005387184139160119,-0.12002928897311166,-0.07917394835369727
chr19,13010000,13020000,104361,0.1265630953910176,0.97,210000,-0.10064007936983134,-0.10688937974556159,-0.15717372118788292,-0.13523404252015295,-0.03550507098132913
chr23,42570000,42580000,126191,0.1265187877591237,0.97,260000,0.0581112430027591,0.0010046823641491945,0.20776837294200978,0.1511957307483099,0.12485456519950183
chr8,22100000,22110000,48914,0.1265003773378095,0.97,290000,0.07497107023358804,0.10711050996634246,0.06924375934026099,0.09787339576115946,0.17623397383415537
chr1,15750000,15760000,1575,0.1264953651616838,0.97,230000,-0.19058966200917082,-0.09911806486984791,-0.11662401351875513,-0.10621225993798947,0.02637960032235343
chr4,27960000,27970000,20982,0.1263587721640904,0.97,270000,0.4949859587772662,0.7389437301587911,0.5737995952225913,0.732864198132663,0.8076466011244855
chr7,48420000,48430000,44117,0.1262097328143085,0.97,250000,0.06669389399537509,-0.05399425438567905,-0.2552396404234211,-0.24872061677695742,-0.13170721539595864
chr5,2310000,2320000,26227,0.1260872514600092,0.97,130000,-0.1068249612539808,-0.5674500862042113,-0.40988981153660786,-0.49132566271149014,-0.37131912121610283
chr7,42290000,42300000,43504,0.1260011227345575,0.97,250000,-0.005608261951357993,-0.2103302782006244,-0.20349698009450493,-0.07278053990908429,-0.027948832145348622
chr22,38730000,38740000,121893,0.1258742784793005,0.97,150000,0.29418005186769236,0.32482277553622524,0.11091935161023031,0.11127653266971851,0.11935181908410171
